T1 Avg Temp,T2 Avg Temp,T3 Avg Temp,Total SY Snow,Total SY Rain
24.0,24.0,24.0,24.0,24.0
43.212500000000006,39.42916666666667,60.98749999999999,20.837500000000002,26.320833333333336
3.7761623606398396,9.996150527193898,4.575008909471012,17.434693361476008,8.815647115100003
37.9,27.6,55.2,0.0,7.2
40.625,32.7,57.85,3.425,26.425
42.8,35.2,60.650000000000006,23.700000000000003,29.6
45.025,47.275,63.525,31.025,30.8
52.1,57.4,75.3,67.7,38.1
